id,username,email,provider,password,resetPasswordToken,confirmationToken,confirmed,blocked,role,birthdate,sex,name,nickname,userType,merchantApproved,merchantApprovedBy,merchantApprovedAt,merchantRejectedReason,created_by,updated_by,created_at,updated_at
187,gabriela.melo.martins288,gabriela.melo.martins288@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-01-26,Female,Gabriela Melo Martins,gabriela6023,pilgrim,,,,,1,1,2025-10-11 15:28:45-03,2025-10-15 13:46:32-03
148,cesar.mendes.almeida517,cesar.mendes.almeida517@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1967-08-01,Male,Cesar Mendes Almeida,cesar1771,pilgrim,,,,,1,1,2025-11-07 06:56:53-03,2025-11-18 12:00:45-03
9,beatriz.barbosa.gomes553,beatriz.barbosa.gomes553@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1973-07-17,Female,Beatriz Barbosa Gomes,beatriz,pilgrim,,,,,1,1,2025-11-07 08:08:30-03,2025-12-05 11:54:01-03
13,rodrigo.rodrigues.souza865,rodrigo.rodrigues.souza865@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2002-12-18,Male,Rodrigo Rodrigues Souza,rodrigo,pilgrim,,,,,1,1,2025-09-08 11:08:30-03,2025-10-07 09:19:39-03
19,cesar.pinto.silva566,cesar.pinto.silva566@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2003-05-15,Male,Cesar Pinto Silva,cesar,pilgrim,,,,,1,1,2024-11-13 07:34:26-03,2024-11-13 13:56:53-03
39,felipe.rocha.martins537,felipe.rocha.martins537@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2004-06-20,Male,Felipe Rocha Martins,felipe,pilgrim,,,,,1,1,2025-04-17 06:53:23-03,2025-04-27 15:09:18-03
63,carla.rocha.pinto883,carla.rocha.pinto883@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1995-04-02,Female,Carla Rocha Pinto,carla,pilgrim,,,,,1,1,2025-07-18 13:21:19-03,2025-07-24 07:56:57-03
74,andre.ribeiro.lima119,andre.ribeiro.lima119@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1999-10-14,Male,André Ribeiro Lima,andre,pilgrim,,,,,1,1,2025-09-17 15:52:51-03,2025-10-08 14:26:10-03
103,jose.freitas.almeida426,jose.freitas.almeida426@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1983-08-02,Male,José Freitas Almeida,jose7596,pilgrim,,,,,1,1,2024-12-25 10:27:30-03,2025-01-10 10:32:37-03
104,sergio.santos.freitas626,sergio.santos.freitas626@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2000-08-30,Male,Sergio Santos Freitas,sergio1580,pilgrim,,,,,1,1,2024-12-08 07:49:04-03,2024-12-08 14:09:43-03
108,vanessa.fernandes.rodrigues430,vanessa.fernandes.rodrigues430@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2007-06-20,Female,Vanessa Fernandes Rodrigues,vanessa5788,pilgrim,,,,,1,1,2025-06-07 04:33:32-03,2025-07-05 14:41:36-03
114,bruna.freitas.barbosa352,bruna.freitas.barbosa352@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1935-07-13,Female,Bruna Freitas Barbosa,bruna3925,pilgrim,,,,,1,1,2025-10-11 08:58:27-03,2025-11-07 13:17:28-03
119,carlos.teixeira.costa245,carlos.teixeira.costa245@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-01-04,Male,Carlos Teixeira Costa,carlos9189,pilgrim,,,,,1,1,2024-11-15 07:05:37-03,2024-11-15 06:03:54-03
125,alexandre.ribeiro.melo16,alexandre.ribeiro.melo16@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1943-07-04,Male,Alexandre Ribeiro Melo,alexandre2668,pilgrim,,,,,1,1,2025-09-11 10:58:33-03,2025-10-08 05:54:56-03
126,eduardo.ferreira.gomes794,eduardo.ferreira.gomes794@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1986-07-20,Male,Eduardo Ferreira Gomes,eduardo3748,pilgrim,,,,,1,1,2025-01-07 06:38:56-03,2025-01-07 12:37:37-03
142,patricia.souza.castro333,patricia.souza.castro333@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1965-05-21,Female,Patricia Souza Castro,patricia221,merchant,f,,,Um ou mais estabelecimentos inativos.,1,1,2025-12-16 09:20:11-03,2026-01-09 09:12:06-03
181,antonio.fernandes.monteiro711,antonio.fernandes.monteiro711@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-03-13,Male,Antonio Fernandes Monteiro,antonio6102,pilgrim,,,,,1,1,2025-01-25 10:46:30-03,2025-01-25 12:11:48-03
161,julia.gomes.almeida322,julia.gomes.almeida322@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2006-10-16,Female,Julia Gomes Almeida,julia8150,pilgrim,,,,,1,1,2024-11-11 08:23:46-03,2024-11-11 07:48:55-03
166,patricia.mendes.ferreira123,patricia.mendes.ferreira123@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2002-09-15,Female,Patricia Mendes Ferreira,patricia8670,pilgrim,,,,,1,1,2025-08-12 03:50:29-03,2025-08-16 13:28:51-03
168,juliana.gomes.rodrigues162,juliana.gomes.rodrigues162@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1981-08-24,Female,Juliana Gomes Rodrigues,juliana8302,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2024-11-02 14:12:51-03,2026-02-14 05:12:06-03
208,peregrino8@cora.com,peregrino8@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1999-12-26,Female,Fernanda Alves,fernanda_alves,pilgrim,,,,,1,1,2024-12-16 12:34:05-03,2024-12-16 09:09:12-03
197,cesar.silva.souza278,cesar.silva.souza278@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1985-12-18,Male,Cesar Silva Souza,cesar2375,pilgrim,,,,,1,1,2025-06-07 17:14:03-03,2025-07-07 05:54:25-03
207,peregrino7@cora.com,peregrino7@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1999-09-29,Male,Roberto Lima,roberto_lima,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-26 14:37:19-03,2026-01-31 07:40:46-03
1,daniel.monteiro.melo976,daniel.monteiro.melo976@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1991-06-23,Male,Daniel Monteiro Melo,daniel,pilgrim,,,,,1,1,2024-11-12 11:37:10-03,2024-11-12 10:53:32-03
214,comerciante3@cora.com,comerciante3@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1982-11-15,Female,Comerciante Teste 03,ComercianteTeste03,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-10 17:18:28-03,2026-01-30 08:45:48-03
212,comerciante1@cora.com,comerciante1@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-06-05,Male,Comerciante Teste 01,ComercianteTeste01,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-12-10 04:42:28-03,2026-02-07 11:58:45-03
172,matheus.santos.rodrigues900,matheus.santos.rodrigues900@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1983-05-20,Male,Matheus Santos Rodrigues,matheus139,pilgrim,,,,,1,1,2024-11-15 11:16:42-03,2024-11-15 09:11:27-03
194,luiz.fernandes.dias666,luiz.fernandes.dias666@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1989-03-21,Male,Luiz Fernandes Dias,luiz8807,pilgrim,,,,,1,1,2024-11-10 07:04:59-03,2024-11-10 12:22:09-03
120,lucia.cavalcanti.cardoso758,lucia.cavalcanti.cardoso758@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1984-10-28,Female,Lucia Cavalcanti Cardoso,lucia3832,pilgrim,,,,,1,1,2024-11-01 15:47:52-03,2024-11-01 15:38:57-03
165,beatriz.cardoso.pinto363,beatriz.cardoso.pinto363@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1990-11-27,Female,Beatriz Cardoso Pinto,beatriz7617,pilgrim,,,,,1,1,2024-12-17 13:51:03-03,2024-12-17 08:14:24-03
17,jose.cavalcanti.rocha545,jose.cavalcanti.rocha545@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2001-09-07,Male,José Cavalcanti Rocha,jose,pilgrim,,,,,1,1,2024-11-27 07:02:38-03,2024-11-27 15:23:59-03
30,henrique.fernandes.santos990,henrique.fernandes.santos990@yahoo.com.br,local,$2a$10$GUFNkUaVSt21DbECtENnaOwf0x2j1A4zB/vQqchWP9WgXpU2A/voS,,,t,f,1,2008-04-22,Male,Henrique Fernandes Santos,henrique,pilgrim,,,,,1,1,2024-12-25 11:07:01-03,2025-10-19 08:53:28-03
143,gustavo.melo.rodrigues347,gustavo.melo.rodrigues347@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2002-08-06,Male,Gustavo Melo Rodrigues,gustavo830,pilgrim,,,,,1,1,2024-11-17 16:33:14-03,2024-11-23 14:01:54-03
49,amanda.freitas.almeida876,amanda.freitas.almeida876@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1983-08-04,Female,Amanda Freitas Almeida,amanda,pilgrim,,,,,1,1,2024-12-27 11:31:15-03,2025-04-15 14:58:14-03
51,carlos.rocha.araujo339,carlos.rocha.araujo339@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1995-10-15,Male,Carlos Rocha Araujo,carlos,pilgrim,,,,,1,1,2024-12-12 10:59:12-03,2025-01-04 08:54:50-03
89,paulo.souza.dias956,paulo.souza.dias956@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1955-12-06,Male,Paulo Souza Dias,paulo,pilgrim,,,,,1,1,2024-12-15 07:47:32-03,2024-12-15 10:22:05-03
102,monica.pinto.souza214,monica.pinto.souza214@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1982-07-14,Female,Monica Pinto Souza,monica2692,pilgrim,,,,,1,1,2025-02-06 10:01:12-03,2025-02-12 08:46:52-03
118,fernando.rodrigues.alves439,fernando.rodrigues.alves439@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-02-11,Male,Fernando Rodrigues Alves,fernando8766,pilgrim,,,,,1,1,2024-11-01 11:20:01-03,2024-11-22 15:40:09-03
122,diego.ferreira.pinto871,diego.ferreira.pinto871@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2000-10-05,Male,Diego Ferreira Pinto,diego6459,pilgrim,,,,,1,1,2025-09-05 13:46:45-03,2025-09-29 14:40:36-03
123,beatriz.carvalho.souza27,beatriz.carvalho.souza27@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1974-01-16,Female,Beatriz Carvalho Souza,beatriz4072,pilgrim,,,,,1,1,2025-04-06 08:03:13-03,2025-04-21 11:12:00-03
132,andre.alves.martins429,andre.alves.martins429@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2005-04-30,Male,André Alves Martins,andre8473,pilgrim,,,,,1,1,2025-11-27 13:01:26-03,2025-12-18 07:35:19-03
138,cesar.gomes.monteiro930,cesar.gomes.monteiro930@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1986-07-06,Male,Cesar Gomes Monteiro,cesar8543,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2025-04-12 11:42:12-03,2026-02-04 12:04:29-03
163,mauricio.freitas.lima27,mauricio.freitas.lima27@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-08-07,Male,Mauricio Freitas Lima,mauricio6497,merchant,,,,,1,1,2025-11-29 08:17:19-03,2025-12-28 08:37:33-03
164,daniela.cavalcanti.mendes19,daniela.cavalcanti.mendes19@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-08-07,Female,Daniela Cavalcanti Mendes,daniela9970,pilgrim,,,,,1,1,2024-12-17 12:03:41-03,2024-12-17 09:28:40-03
171,andre.santos.ribeiro654,andre.santos.ribeiro654@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1957-12-22,Male,André Santos Ribeiro,andre4823,merchant,t,211,2026-01-23 18:32:08-03,,1,1,2026-01-17 14:23:28-03,2026-02-02 09:36:55-03
12,antonio.carvalho.mendes264,antonio.carvalho.mendes264@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1966-11-29,Male,Antonio Carvalho Mendes,antonio,pilgrim,,,,,1,1,2025-06-09 15:53:46-03,2025-07-06 11:10:08-03
201,peregrino1@cora.com,peregrino1@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2006-02-24,Male,João Silva,joao_silva,pilgrim,,,,,1,1,2025-12-15 12:24:43-03,2025-12-18 08:59:54-03
202,peregrino2@cora.com,peregrino2@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1966-04-29,Female,Maria Santos,maria_santos,pilgrim,,,,,1,1,2025-02-28 15:19:23-03,2025-03-04 11:19:00-03
203,peregrino3@cora.com,peregrino3@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2000-05-08,Male,Pedro Oliveira,pedro_oliveira,pilgrim,,,,,1,1,2025-03-29 16:02:39-03,2025-04-14 09:05:27-03
204,peregrino4@cora.com,peregrino4@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2006-01-29,Female,Ana Costa,ana_costa,pilgrim,,,,,1,1,2025-11-22 12:03:21-03,2025-12-06 07:56:55-03
205,peregrino5@cora.com,peregrino5@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1996-07-11,Male,Carlos Mendes,carlos_mendes,pilgrim,,,,,1,1,2024-11-23 17:22:16-03,2024-12-01 07:48:03-03
110,cristina.almeida.ferreira646,cristina.almeida.ferreira646@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1945-12-18,Female,Cristina Almeida Ferreira,cristina2242,pilgrim,,,,,1,1,2024-11-04 05:06:58-03,2025-06-07 07:37:04-03
77,leandro.mendes.melo446,leandro.mendes.melo446@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1997-02-20,Male,Leandro Mendes Melo,leandro,pilgrim,,,,,1,1,2025-12-01 04:01:50-03,2025-12-05 10:17:02-03
57,diego.martins.silva729,diego.martins.silva729@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1940-11-15,Male,Diego Martins Silva,diego,pilgrim,,,,,1,1,2024-11-21 09:57:37-03,2024-11-21 11:55:10-03
176,antonio.silva.cavalcanti281,antonio.silva.cavalcanti281@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1993-08-28,Male,Antonio Silva Cavalcanti,antonio4669,pilgrim,,,,,1,1,2024-12-27 15:05:39-03,2024-12-27 12:42:48-03
4,patricia.freitas.ferreira65,patricia.freitas.ferreira65@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2002-11-12,Female,Patricia Freitas Ferreira,patricia,pilgrim,,,,,1,1,2024-11-16 14:16:02-03,2025-10-10 10:18:02-03
5,ricardo.souza.martins20,ricardo.souza.martins20@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1990-04-10,Male,Ricardo Souza Martins,ricardo,pilgrim,,,,,1,1,2025-08-22 08:35:59-03,2025-08-22 08:35:16-03
15,silvia.dias.nascimento751,silvia.dias.nascimento751@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1934-01-07,Female,Silvia Dias Nascimento,silvia,pilgrim,,,,,1,1,2024-11-03 12:08:10-03,2024-11-06 11:09:11-03
22,mauricio.santos.nascimento468,mauricio.santos.nascimento468@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2009-01-04,Male,Mauricio Santos Nascimento,mauricio,pilgrim,,,,,1,1,2024-12-16 08:50:33-03,2024-12-19 13:00:06-03
23,sandra.teixeira.castro904,sandra.teixeira.castro904@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-09-28,Female,Sandra Teixeira Castro,sandra,pilgrim,,,,,1,1,2024-12-15 13:12:05-03,2024-12-15 14:13:06-03
43,marcelo.rodrigues.teixeira785,marcelo.rodrigues.teixeira785@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1989-08-07,Male,Marcelo Rodrigues Teixeira,marcelo,merchant,,,,,1,1,2024-12-18 13:12:04-03,2024-12-18 07:14:14-03
105,aline.pereira.melo236,aline.pereira.melo236@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1983-01-28,Female,Aline Pereira Melo,aline6785,pilgrim,,,,,1,1,2025-01-09 08:00:53-03,2025-01-28 15:22:14-03
73,eduardo.carvalho.martins618,eduardo.carvalho.martins618@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1993-05-18,Male,Eduardo Carvalho Martins,eduardo,pilgrim,,,,,1,1,2025-08-24 05:38:19-03,2025-08-24 11:39:42-03
78,fabio.rodrigues.costa728,fabio.rodrigues.costa728@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1999-08-01,Male,Fabio Rodrigues Costa,fabio,merchant,,,,,1,1,2025-05-26 12:36:43-03,2026-01-03 15:55:33-03
112,vinicius.castro.rodrigues872,vinicius.castro.rodrigues872@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1998-09-25,Male,Vinicius Castro Rodrigues,vinicius6780,pilgrim,,,,,1,1,2025-03-09 12:07:53-03,2025-03-12 12:21:50-03
111,paulo.araujo.souza964,paulo.araujo.souza964@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1992-01-23,Male,Paulo Araujo Souza,paulo5836,merchant,,,,,1,1,2024-11-23 10:12:54-03,2024-11-23 07:02:05-03
160,vinicius.santos.gomes371,vinicius.santos.gomes371@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1980-09-21,Male,Vinicius Santos Gomes,vinicius4517,pilgrim,,,,,1,1,2024-11-24 13:11:40-03,2024-11-24 10:16:53-03
131,joao.dias.almeida161,joao.dias.almeida161@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2007-04-04,Male,João Dias Almeida,joao5851,pilgrim,,,,,1,1,2024-12-09 09:51:58-03,2024-12-09 11:14:32-03
141,bruna.cardoso.monteiro980,bruna.cardoso.monteiro980@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2003-11-29,Female,Bruna Cardoso Monteiro,bruna9660,pilgrim,,,,,1,1,2025-12-31 14:43:51-03,2026-01-08 13:53:11-03
149,daniel.freitas.cavalcanti40,daniel.freitas.cavalcanti40@gmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1945-06-25,Male,Daniel Freitas Cavalcanti,daniel1230,pilgrim,,,,,1,1,2025-03-07 14:20:46-03,2025-03-18 06:42:08-03
150,aline.alves.costa482,aline.alves.costa482@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1987-07-01,Female,Aline Alves Costa,aline8570,pilgrim,,,,,1,1,2024-11-24 15:10:41-03,2024-11-24 10:43:56-03
151,francisco.pinto.cavalcanti783,francisco.pinto.cavalcanti783@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-07-19,Male,Francisco Pinto Cavalcanti,francisco3282,pilgrim,,,,,1,1,2024-12-24 12:09:34-03,2025-10-30 06:19:15-03
152,lucia.ferreira.pereira49,lucia.ferreira.pereira49@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1995-04-27,Female,Lucia Ferreira Pereira,lucia1252,merchant,,,,,1,1,2024-11-12 12:54:35-03,2024-11-12 05:59:56-03
3,renata.carvalho.lima795,renata.carvalho.lima795@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1991-04-09,Female,Renata Carvalho Lima,renata,pilgrim,,,,,1,1,2024-11-01 07:16:43-03,2024-11-01 08:35:10-03
183,juliana.cavalcanti.monteiro244,juliana.cavalcanti.monteiro244@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2005-07-24,Female,Juliana Cavalcanti Monteiro,juliana7209,pilgrim,,,,,1,1,2024-11-15 13:19:38-03,2025-05-14 08:47:15-03
199,gabriela.teixeira.castro192,gabriela.teixeira.castro192@email.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1997-12-31,Female,Gabriela Teixeira Castro,gabriela7148,pilgrim,,,,,1,1,2025-04-20 05:34:51-03,2025-04-30 05:05:23-03
210,peregrino10@cora.com,peregrino10@cora.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,1996-03-10,Female,Beatriz Souza,beatriz_souza,pilgrim,,,,,1,1,2025-02-11 10:03:40-03,2025-03-09 11:52:33-03
47,fernando.castro.teixeira423,fernando.castro.teixeira423@yahoo.com.br,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2008-12-15,Male,Fernando Castro Teixeira,fernando,pilgrim,,,,,1,1,2025-10-11 09:05:14-03,2025-11-07 11:07:56-03
182,carolina.mendes.monteiro301,carolina.mendes.monteiro301@outlook.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2002-08-19,Female,Carolina Mendes Monteiro,carolina3818,pilgrim,,,,,1,1,2025-05-08 07:33:25-03,2025-10-28 08:49:07-03
184,natalia.monteiro.rocha29,natalia.monteiro.rocha29@hotmail.com,local,$2a$10$MM7Y35LIwx94F5A.Knz9LuOo/j.cKwiRB12AATl8elcH9cXHFxihi,,,t,f,1,2005-11-18,Female,Natalia Monteiro Rocha,natalia3932,pilgrim,,,,,1,1,2025-07-31 17:52:02-03,2025-08-06 13:46:19-03
